objectid,number,name,address,latitude,longitude,status,bike_stands,available_bike_stands,available_bikes,bonus,banking,last_update,CreationDate,Creator,EditDate,Editor,x,y
228,18007,18007 - GOUTTE D' OR,65 RUE DE LA GOUTTE D'OR - 75018 PARIS,48.88519801,2.34994199,OPEN,18,10,8,0,1,5/16/2013 7:00:06 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:00:40 PM,VotreNom,2.34994199168831,48.88519800938
229,17007,17007 - NAVIER,FACE 57 RUE NAVIER - 75017 PARIS,48.89591412,2.32272737,OPEN,34,8,24,0,1,5/16/2013 7:05:13 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.32272736705482,48.8959141175002
230,31709,31709 - MARCEL (BAGNOLET),FACE AU 184 RUE ETIENNE MARCEL - 93170 BAGNOLET,48.85705039,2.42254996,OPEN,23,18,5,0,1,5/16/2013 6:59:13 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:59:44 PM,VotreNom,2.42254995670981,48.8570503947438
231,31008,31008 - VINCENNES (MONTREUIL),7 BIS RUE DE VINCENNES-93100 MONTREUIL,48.85770213,2.43736866,OPEN,56,50,2,0,1,5/16/2013 6:55:44 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:56:39 PM,VotreNom,2.437368661295,48.857702134021
232,17109,17109 - BOIS LE PRÊTRE,22 BD DE BOIS LE PRETRE - 75017 PARIS,48.89953828,2.32013366,OPEN,31,19,10,0,1,5/16/2013 6:56:16 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:56:39 PM,VotreNom,2.32013366143527,48.8995382830581
233,6026,06026 - SAINT PLACIDE CHERCHE MIDI,28 RUE SAINT PLACIDE - 75006 PARIS,48.8491399,2.32517539,OPEN,66,61,5,0,1,5/16/2013 7:04:05 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.32517538941279,48.8491399032183
234,13020,13020 - MENDES FRANCE,FACE 15 RUE PAUL KLEE - 75013 PARIS,48.83908422,2.37053233,OPEN,45,44,1,0,1,5/16/2013 7:01:26 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:02:40 PM,VotreNom,2.37053233098562,48.8390842183095
235,12015,12015 - NATION PICPUS,FACE 67 BOULEVARD DE PICPUS - 75012 PARIS,48.84696436,2.39986828,OPEN,36,31,3,0,1,5/16/2013 7:04:07 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.39986827742883,48.846964359503
236,15054,15054 - CHANDON,293 RUE LECOURBE - 75015 PARIS,48.83797034,2.28758231,OPEN,19,0,18,0,1,5/16/2013 7:04:52 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.28758230704366,48.8379703420121
237,5001,05001 - SAINT GERMAIN HARPE,32 RUE DE LA HARPE - 75005 PARIS,48.85158134,2.34370454,OPEN,43,5,38,0,1,5/16/2013 7:04:48 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.34370453672278,48.8515813400282
238,15064,15064 - JAVEL,DEV 5 AVENUE EMILE ZOLA - 75015 PARIS,48.84629492,2.27841391,OPEN,45,11,34,0,1,5/16/2013 7:04:52 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.27841391259378,48.8462949182689
239,15030,15030 - LINOIS,66 RUE EMERIAU - 75015 PARIS,48.84804579,2.28438063,OPEN,33,12,21,0,1,5/16/2013 7:04:33 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.28438063370106,48.8480457862832
240,8005,08005 - MADELEINE,04 PLACE DE LA MADELEINE - 75008 PARIS,48.86909009,2.32442963,OPEN,37,28,9,0,1,5/16/2013 7:00:16 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:00:40 PM,VotreNom,2.32442963049651,48.8690900883376
241,12111,12111 - DECAEN CANNEBIERE,73 RUE CLAUDE DECAEN - 75012 PARIS,48.83761417,2.39725378,OPEN,27,5,22,0,1,5/16/2013 7:04:20 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.39725378219574,48.8376141703795
242,16015,16015 - RUE DE BASSANO,1 RUE DE BASSANO - 75016 PARIS,48.86814451,2.2961496,OPEN,15,15,0,0,1,5/16/2013 6:57:10 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:57:39 PM,VotreNom,2.29614960098598,48.8681445104821
243,17041,17041 - PORTE DE VILLIERS,51 RUE GUERSANT - 75017 PARIS,48.88287775,2.28766737,OPEN,39,16,22,0,1,5/16/2013 7:01:44 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:02:40 PM,VotreNom,2.28766737081492,48.882877751786
244,13023,13023 - BOBILLOT VERLAINE,30 RUE BOBILLOT - 75013 PARIS,48.82860289,2.35303458,OPEN,26,22,4,1,1,5/16/2013 7:04:29 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.35303458295143,48.8286028908451
245,18111,18111 - FELIZ ZIEM,2 RUE FELIX ZIEM - 75018 PARIS,48.8894963,2.33339366,OPEN,24,22,1,1,1,5/16/2013 7:01:19 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:01:40 PM,VotreNom,2.33339365880439,48.8894963048682
246,6022,06022 - MARCHE SAINT GERMAIN - MABILLON,17 RUE LOBINEAU - 75006 PARIS,48.85165969,2.33550467,OPEN,21,3,18,0,1,5/16/2013 7:02:58 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:03:41 PM,VotreNom,2.33550466500982,48.8516596929124
247,14010,14010 - JEAN MOULIN ALESIA,12 AVENUE JEAN MOULIN - 75014 PARIS,48.8274269,2.32576033,OPEN,39,33,6,0,1,5/16/2013 6:59:43 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:00:40 PM,VotreNom,2.32576033284606,48.8274269000826
248,21206,21206 - PERI (MONTROUGE),35/37 RUE GABRIEL PERI - 92120 MONTROUGE,48.81823373,2.32088453,OPEN,50,46,4,0,1,5/16/2013 7:04:25 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.3208845325463,48.8182337326032
249,16002,16002 - PERGOLESE,FACE 25 RUE PERGOLESE - 75016 PARIS,48.87518496,2.28421943,OPEN,38,36,1,0,1,5/16/2013 6:58:20 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:58:39 PM,VotreNom,2.28421943206063,48.8751849611119
250,6031,06031 - SAINT MICHEL SARRAZIN,5 RUE PIERRE SARAZIN - 75006 PARIS,48.85083365,2.34219823,OPEN,34,32,2,0,1,5/16/2013 7:00:29 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:01:40 PM,VotreNom,2.34219822806778,48.8508336544036
251,15120,15120 - AVIA,26 RUE DU COLONEL PIERRE AVIA - 75015 PARIS,48.82968433,2.27534259,OPEN,29,10,19,0,1,5/16/2013 7:02:33 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:03:41 PM,VotreNom,2.27534258685028,48.8296843300915
252,11018,11018 - SAINT MAUR AVENUE DE LA REPUBLIQUE,87 RUE DE SAINT MAUR - 75011 PARIS,48.86421167,2.37825584,OPEN,36,15,20,0,1,5/16/2013 7:03:09 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:03:41 PM,VotreNom,2.3782558415129,48.8642116747038
253,17037,17037 - BAYERN PEREIRE,40 RUE BAYEN - 75017 PARIS,48.88183072,2.29214067,OPEN,22,17,5,0,1,5/16/2013 7:05:12 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.2921406658289,48.881830717501
254,8052,08052 - WASHINGTON,2 RUE BALZAC - 75008 PARIS,48.87288299,2.29997293,OPEN,30,29,1,0,1,5/16/2013 7:00:56 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:01:40 PM,VotreNom,2.29997293264271,48.8728829909745
255,20133,20133 - RASSELINS,2 RUE DES RASSELINS - 75020 PARIS,48.85352869,2.40961536,OPEN,27,18,9,0,1,5/16/2013 7:05:25 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.40961536277555,48.853528685941
256,19025,19025 - BOTZARIS VERSION 2,FACE 80 RUE BOTZARIS - 75019 PARIS,48.87956145,2.38896041,OPEN,17,13,4,1,1,5/16/2013 6:58:56 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:59:44 PM,VotreNom,2.38896041078391,48.8795614522371
257,42206,42206 - PARIS 2 (CHARENTON),111 RUE DE PARIS - 94220 CHARENTON,48.82378409,2.41001354,OPEN,23,0,23,0,1,5/16/2013 7:03:03 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:03:41 PM,VotreNom,2.41001354040088,48.8237840896708
258,8108,08108 - L'ISLY,10-12 RUE DE L'ISLY - 75008 PARIS,48.87482319,2.32529612,OPEN,56,55,1,0,1,5/16/2013 6:58:16 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:58:39 PM,VotreNom,2.3252961178147,48.874823190321
259,7024,07024 - AVENUE RAPP,43 AVENUE RAPP - 75007 PARIS,48.85816904,2.30052833,OPEN,31,10,21,0,1,5/16/2013 6:56:51 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:57:39 PM,VotreNom,2.30052833004388,48.8581690434843
260,21016,21016 - POINT DU JOUR (BOULOGNE-BILLANCOURT),118 RUE DU POINT DU JOUR - 92100 BOULOGNE BILLANCOURT,48.82875314,2.24591147,OPEN,25,3,21,0,1,5/16/2013 6:59:50 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:00:40 PM,VotreNom,2.24591146701463,48.8287531414365
261,43010,43010 - JARRY (VINCENNES),139 RUE DE LA JARRY - 94300 VINCENNES,48.84974496,2.45196031,OPEN,25,9,15,0,1,5/16/2013 6:58:49 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:59:44 PM,VotreNom,2.45196030630884,48.8497449569768
262,18012,18012 - DOUDEAUVILLE STEPHENSON,51 RUE STEPHENSON - 75018 PARIS,48.8888649,2.35596672,OPEN,36,17,19,0,1,5/16/2013 6:58:47 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:59:44 PM,VotreNom,2.35596672141758,48.8888648960567
263,9024,09024 - LAFAYETTE TAITBOUT,27 RUE TAITBOUT - 75009 PARIS,48.87338581,2.33529684,OPEN,53,50,1,0,1,5/16/2013 7:01:10 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:01:40 PM,VotreNom,2.33529683976621,48.8733858054296
264,21011,21011 - SILLY (BOULOGNE BILLANCOURT),153 RUE DE SILLY - BOULOGNE BILLANCOURT,48.83227466,2.2340164,OPEN,23,8,15,0,1,5/16/2013 6:59:15 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:59:44 PM,VotreNom,2.23401640134985,48.832274660165
265,9108,09108 - ROCHECHOUART MAUBEUGE,25 RUE DE ROCHECHOUART - 75009 PARIS,48.87789001,2.3447856,OPEN,33,18,15,0,1,5/16/2013 6:59:54 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:00:40 PM,VotreNom,2.34478560298721,48.8778900149742
266,7011,07011 - ST DOMINIQUE,30 BIS RUE LAS CASES - 75007 PARIS,48.85906839,2.31862422,OPEN,22,20,2,0,1,5/16/2013 7:00:00 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:00:40 PM,VotreNom,2.31862422112504,48.8590683949631
267,18004,18004 - ABBESSES,2 RUE DE LA VIEUVILLE - 75018 PARIS,48.88448239,2.3388123,OPEN,13,9,4,1,1,5/16/2013 7:03:57 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.33881229702936,48.8844823927275
268,18109,18109 - RIQUET PAJOL,55 RUE PAJOL - 75018 PARIS,48.88959697,2.3628536,OPEN,46,34,7,0,1,5/16/2013 6:59:26 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:00:40 PM,VotreNom,2.36285360426254,48.8895969708509
269,20118,20118 - ORTEAUX MOURAUD,100 RUE DES ORTEAUX - 75020 PARIS,48.85558643,2.40876291,OPEN,23,20,2,0,1,5/16/2013 7:01:07 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:01:40 PM,VotreNom,2.40876290776468,48.8555864284787
270,14117,14117 - MOUCHOTTE,5 RUE DU COMMANDANT RENE MOUCHOTTE - 75014 PARIS,48.83932503,2.32095413,OPEN,39,37,0,0,1,5/16/2013 6:59:55 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:00:40 PM,VotreNom,2.32095412572891,48.8393250250605
271,33010,33010 - HUGO (AUBERVILLIERS),161 AVENUE VICTOR HUGO - 93300 AUBERVILLIERS,48.91110481,2.37914374,OPEN,32,25,7,0,1,5/16/2013 7:00:03 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:00:40 PM,VotreNom,2.37914374230259,48.9111048097348
272,13103,13103 - SAINT MARCEL,89 BOULEVARD DE L'HOPITAL - 75013 PARIS,48.83772769,2.36046034,OPEN,50,49,1,0,1,5/16/2013 7:02:41 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:03:41 PM,VotreNom,2.36046033647682,48.8377276874544
273,5009,05009 - SQUARE VIVIANI,6 RUE DU FOUARRE - 75005 PARIS,48.85165118,2.34746333,OPEN,16,6,10,0,1,5/16/2013 7:03:17 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:03:41 PM,VotreNom,2.34746333451967,48.8516511793672
274,22401,22401 - DE GAULLE (MALAKOFF),BOULEVARD CHARLES DE GAULLE (STATION DE METRO) - 92240 MALAKOFF,48.82252831,2.29863165,OPEN,53,50,3,0,1,5/16/2013 6:58:16 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:58:39 PM,VotreNom,2.29863165411976,48.8225283060041
275,17009,17009 - BODIN AVENUE DE CLICHY,2 RUE PAUL BODIN - 75017 PARIS,48.89263392,2.31731326,OPEN,33,5,28,0,1,5/16/2013 7:05:13 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.31731325811075,48.8926339214324
276,21305,21305 - MADAULE (ISSY LES MOULINEAUX),PLACE MADAULE - 92130 ISSY LES MOULINEAUX,48.8241259,2.26064599,OPEN,25,0,25,0,1,5/16/2013 7:04:27 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.26064598548983,48.8241259046209
277,9029,09029 - TRINITE,62 RUE SAINT LAZARE - 75009 PARIS,48.87685933,2.33276238,OPEN,39,22,17,0,1,5/16/2013 7:04:51 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.33276238001163,48.8768593272933
278,34007,34007 - ROSIERS (SAINT OUEN),43-45 RUE BLANQUI / RUE DES ROSIERS - 93400 SAINT OUEN,48.90536225,2.33738965,OPEN,25,4,21,0,1,5/16/2013 6:59:00 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:59:44 PM,VotreNom,2.33738964850197,48.9053622514169
279,12040,12040 - PORTE DE CHARENTON,FACE 2 AV. DE LA PORTE DE CHARENTON - 75012 PARIS,48.83158813,2.39874566,OPEN,67,57,10,0,1,5/16/2013 7:01:06 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:01:40 PM,VotreNom,2.39874566494855,48.8315881251744
280,17017,17017 - PONT CARDINET,167 RUE DE ROME - 75017 PARIS,48.88714045,2.31452161,OPEN,32,17,15,0,1,5/16/2013 7:04:26 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.31452160564085,48.8871404518668
281,13111,13111 - CIMETIERE DE GENTILLY,RUE DE LA POTERNE DES PEUPLIERS - 75013 PARIS,48.81857442,2.35326018,OPEN,54,2,52,0,1,5/16/2013 6:55:54 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:56:39 PM,VotreNom,2.35326018374092,48.8185744158395
282,8001,08001 - PETIT PALAIS,AV. DUTUIT - 75008 PARIS,48.8668438,2.31577971,OPEN,41,27,14,0,1,5/16/2013 7:00:50 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:01:40 PM,VotreNom,2.31577971341002,48.8668438032522
283,4013,04013 - FRANCS BOURGEOIS,50 RUE VIEILLE DU TEMPLE - 75004 PARIS,48.85851071,2.35863358,OPEN,27,2,23,0,1,5/16/2013 7:05:22 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.35863357911745,48.8585107129923
284,13038,13038 - CHOISY POINT D'IVRY,28 AVENUE DE CHOISY - 75013 PARIS,48.82190797,2.36333471,OPEN,24,2,22,0,1,5/16/2013 7:03:31 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.36333471061477,48.8219079688117
285,10005,10005 - CONSERVATOIRE,59 RUE DES PETITES ECURIES - 75010 PARIS,48.87397217,2.34838876,OPEN,17,6,11,0,1,5/16/2013 7:03:32 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.34838875750481,48.8739721723737
286,14032,14032 - MOUTON DUVERNET - MAIRIE DU 14EME,26 RUE MOUTON DUVERNET - 75014 PARIS,48.83250128,2.32540117,OPEN,31,26,4,0,1,5/16/2013 7:04:28 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.32540116669297,48.8325012787034
287,22003,22003 - BEFFROY (NEUILLY),3 RUE BEFFROY - 92200 NEUILLY,48.88670498,2.26126352,OPEN,25,18,6,0,1,5/16/2013 7:05:24 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.26126351803174,48.8867049831048
288,5026,05026 - MOUFFETARD SAINT MEDARD,3 RUE PASCAL - 75005 PARIS,48.83899382,2.34993205,OPEN,49,0,49,0,1,5/16/2013 7:02:16 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:02:40 PM,VotreNom,2.34993205295773,48.8389938245433
289,14114,14114 - PLACE DE CATALOGNE,4 RUE ALAIN - 75014 PARIS,48.83729331,2.31748293,OPEN,43,43,0,1,1,5/16/2013 7:00:57 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:01:40 PM,VotreNom,2.31748293063916,48.8372933093611
290,23010,23010 - VOLTAIRE (LEVALLOIS),47 RUE VOLTAIRE - 92300 LEVALLOIS-PERRET,48.89196233,2.28420499,OPEN,25,16,9,0,1,5/16/2013 7:00:34 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:01:40 PM,VotreNom,2.28420499011362,48.8919623289648
291,35014,35014 - DE GAULLE (PANTIN),139 AVENUE JEAN LOLIVE / MAIL CHARLES DE GAULLE - 93500 PANTIN,48.89326866,2.41271573,OPEN,25,23,2,0,1,5/16/2013 6:55:34 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:56:39 PM,VotreNom,2.41271573338873,48.8932686646974
292,15114,15114 - PASTEUR COTENTIN,FACE 1 RUE DU COTENTIN - 75015 PARIS,48.83893691,2.31616841,OPEN,33,30,3,1,1,5/16/2013 7:04:41 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.31616841206321,48.8389369099596
293,5031,05031 - LACEPEDE,2 RUE LACEPEDE - 75005 PARIS,48.84367485,2.35461598,OPEN,55,19,31,0,1,5/16/2013 7:03:42 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.35461598268319,48.8436748454377
294,15019,15019 - VAUGIRARD CAMBRONNE,3 RUE PAUL BARRUEL - 75015 PARIS,48.84005772,2.30450742,OPEN,37,16,12,0,1,5/16/2013 6:57:36 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:58:39 PM,VotreNom,2.30450742096121,48.8400577188391
295,43006,43006 - MINIMES (VINCENNES),30 AVENUE DES MINIMES - 94300 VINCENNES,48.84148686,2.43079345,OPEN,28,9,14,0,1,5/16/2013 6:57:43 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:58:39 PM,VotreNom,2.43079345113368,48.8414868563002
296,4104,04104 - SEBASTOPOL RAMBUTEAU,FACE 40 BOULEVARD SEBASTOPOL - 75004 PARIS,48.8618831,2.35022098,OPEN,16,0,16,0,1,5/16/2013 7:00:03 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:00:40 PM,VotreNom,2.35022097609623,48.8618831022142
297,14027,14027 - ALESIA GERGOVIE,FACE 83 RUE DE GERGOVIE - 75014 PARIS,48.83088717,2.3188821,OPEN,36,22,13,0,1,5/16/2013 7:04:31 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.31888210120735,48.8308871745524
298,15043,15043 - BRANCION,122 RUE BRANCION - 75015 PARIS,48.82905422,2.30141744,OPEN,11,9,2,0,1,5/16/2013 7:03:31 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.30141743604385,48.8290542164508
299,4002,04002 - MARCHE AUX FLEURS,PLACE LOUIS LEPINE - 75004 PARIS,48.85525336,2.34735645,OPEN,24,19,5,0,1,5/16/2013 6:58:23 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:58:39 PM,VotreNom,2.34735644764262,48.8552533608443
300,21503,21503 - LEDRU ROLLIN (SURESNES),13/15 RUE LEDRU ROLLIN - 92150 SURESNES,48.87092049,2.22958935,OPEN,24,24,0,0,1,5/16/2013 7:03:19 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:03:41 PM,VotreNom,2.22958935220664,48.8709204876336
301,8045,08045 - ALMA,FACE 3 AVENUE MONTAIGNE - 75008 PARIS,48.86492098,2.30254918,OPEN,57,32,21,0,1,5/16/2013 6:55:26 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:56:39 PM,VotreNom,2.30254918238593,48.8649209825384
302,11105,11105 - REPUBLIQUE PARMENTIER,82 AVENUE PARMENTIER - 75011 PARIS,48.86454163,2.3751952,OPEN,50,15,35,0,1,5/16/2013 7:04:30 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.3751951967246,48.8645416268121
303,19035,19035 - PORTE CHAUMONT,RUE SIGMUND FREUD / PORTE CHAUMONT - 75019 PARIS,48.8857333,2.39784642,OPEN,21,9,11,0,1,5/16/2013 6:58:00 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:58:39 PM,VotreNom,2.39784641538318,48.8857332998587
304,18103,18103 - CHARLES HERMITE,45 RUE CHARLES HERMITE - 75018 PARIS,48.89890275,2.36473249,OPEN,23,0,0,0,1,5/16/2013 6:55:42 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:56:39 PM,VotreNom,2.36473249417403,48.8989027534366
305,15113,15113 - FALGUIERE ARSONVAL,2 RUE D'ARSONVAL - 75015 PARIS,48.8404004,2.31311787,OPEN,25,23,1,0,1,5/16/2013 6:59:34 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:00:40 PM,VotreNom,2.31311786729751,48.8404004036545
306,15009,15009 - SUFFREN,140 AVENUE DE SUFFREN - 75015 PARIS,48.84717561,2.30705215,OPEN,46,0,46,0,1,5/16/2013 7:00:45 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:01:40 PM,VotreNom,2.30705214759683,48.8471756149276
307,9022,09022 - LAFITTE ROSSINI,19 RUE ROSSINI - 75009 PARIS,48.87334628,2.33798087,OPEN,33,26,5,0,1,5/16/2013 7:05:22 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.3379808677017,48.8733462751051
308,23006,23006 - GUESDE (LEVALLOIS),8 RUE JULES GUESDE - 92300 LEVALLOIS-PERRET,48.89086032,2.29500037,OPEN,25,3,22,0,1,5/16/2013 7:04:24 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.29500037013537,48.8908603228911
309,19019,19019 - PETIT HONNEGER,124 RUE PETIT - 75019 PARIS,48.88638963,2.39363751,OPEN,22,0,22,0,1,5/16/2013 7:01:31 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:02:40 PM,VotreNom,2.3936375144336,48.8863896349247
310,13036,13036 - TOLBIAC NATIONALE,86 RUE TOLBIAC - 75013 PARIS,48.8269002,2.3651776,OPEN,36,27,7,0,1,5/16/2013 7:02:42 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:03:41 PM,VotreNom,2.36517760348358,48.8269001997157
311,17025,17025 - COURCELLES,2 RUE DE CHAZELLES - 75017 PARIS,48.87943038,2.30346741,OPEN,35,33,2,0,1,5/16/2013 7:05:24 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.30346740668713,48.8794303755264
312,20020,20020 - PYRENEES RENOUVIER,183 RUE DES PYRENEES - 75020 PARIS,48.86095933,2.40042185,OPEN,28,0,0,1,1,5/16/2013 7:03:59 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.40042185204213,48.8609593322922
313,16039,16039 - VERSAILLES EXELMANS,27 BOULEVARD EXELMANS - 75016 PARIS,48.84096295,2.26439412,OPEN,46,25,21,0,1,5/16/2013 6:59:38 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:00:40 PM,VotreNom,2.26439411807511,48.8409629526469
314,13114,13114 - NATIONALE DUCHAMP (PROP 1),46 RUE NATIONALE - 75013 PARIS,48.82481084,2.36773549,OPEN,22,20,2,0,1,5/16/2013 7:03:30 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.36773548985314,48.8248108408095
315,13107,13107 - MARCHAND SANTE,12 PASSAGE VICTOR MARCHAND - 75013 PARIS,48.82884022,2.34196744,OPEN,45,11,34,0,1,5/16/2013 6:58:45 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:59:44 PM,VotreNom,2.34196743682722,48.8288402183865
316,15034,15034 - COMMERCE,2 RUE LAKANAL - 75015 PARIS,48.84442592,2.29404143,OPEN,55,20,35,0,1,5/16/2013 6:56:16 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:56:39 PM,VotreNom,2.29404143328219,48.8444259195454
317,13037,13037 - IVRY BAUDICOURT,76 AVENUE D'IVRY - 75013 PARIS,48.824696,2.36310607,OPEN,20,19,1,0,1,5/16/2013 7:03:43 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.36310607357751,48.824695995415
318,14126,14126 - VAILLANT COUTURIER,155 AVENUE PAUL VAILLANT COUTURIER - 75014 PARIS,48.81698098,2.33260969,OPEN,42,41,1,0,1,5/16/2013 6:58:12 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:58:39 PM,VotreNom,2.33260968792192,48.8169809812593
319,4014,04014 - ARCHIVES BLANCS MANTEAUX,29 RUE DES BLANCS MANTEAUX - 75004 PARIS,48.85940272,2.35592749,OPEN,30,2,28,0,1,5/16/2013 7:05:04 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.355927486535,48.8594027196436
