objectid,number,name,address,latitude,longitude,status,bike_stands,available_bike_stands,available_bikes,bonus,banking,last_update,CreationDate,Creator,EditDate,Editor,x,y
581,10003,10003 - HAUTEVILLE,1 RUE D'HAUTEVILLE - 75010 PARIS,48.87077436,2.34964964,OPEN,17,7,10,0,1,5/16/2013 7:02:05 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:02:40 PM,VotreNom,2.34964963683277,48.8707743602405
582,31006,31006 - REPUBLIQUE 2 (MONTREUIL),2/4 PLACE DE LA REPUBLIQUE - 93100 MONTREUIL,48.85375962,2.42444581,OPEN,27,23,4,0,1,5/16/2013 7:03:14 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:03:41 PM,VotreNom,2.42444580801111,48.8537596163359
583,18035,18035 - PORTE MONTMARTRE,FACE 66 RUE RENE BINET - 75018 PARIS,48.89913599,2.33689345,OPEN,18,3,15,0,1,5/16/2013 6:55:48 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:56:39 PM,VotreNom,2.33689345355734,48.8991359901418
584,12026,12026 - PARC DE BERCY,61 RUE DE BERCY - 75012 PARIS,48.83772146,2.38221734,OPEN,36,0,35,0,1,5/16/2013 7:00:38 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:01:40 PM,VotreNom,2.38221733705041,48.8377214589821
585,11007,11007 - FAIDHERBE PALAIS DE LA FEMME,17 RUE JEAN MACE - 75011 PARIS,48.85328932,2.38304118,OPEN,63,2,59,0,1,5/16/2013 7:04:46 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.38304117720418,48.8532893189506
586,20007,20007 - BUZENVAL,52 RUE BUZENVAL - 75020 PARIS,48.8516172,2.4015136,OPEN,50,28,22,0,1,5/16/2013 7:04:59 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.40151359730768,48.8516172049987
587,12122,12122 - POLYGONE,AVENUE DU POLYGONE - 75012 PARIS,48.83544492,2.43142108,OPEN,50,28,22,0,1,5/16/2013 7:00:53 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:01:40 PM,VotreNom,2.43142108143657,48.8354449161742
588,14021,14021 - PLACE DE LA PORTE DE CHATILLON,BOULEVARD BRUNE PORTE DE CHATILLON - 75014 PARIS,48.8244897,2.31844743,OPEN,59,57,1,0,1,5/16/2013 7:04:35 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.31844743104897,48.8244897024567
589,12109,12109 - CHAROLAIS,212 RUE DE CHARENTON - 75012 PARIS,48.84086946,2.38756433,OPEN,30,0,30,0,1,5/16/2013 7:05:13 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.3875643349321,48.8408694597023
590,10019,10019 - PARADIS,23 RUE PARADIS - 75010 PARIS,48.87503406,2.35218489,OPEN,31,10,21,0,1,5/16/2013 7:01:32 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:02:40 PM,VotreNom,2.35218489482655,48.875034056245
591,22002,22002 - ARGENSON (NEUILLY),44 BOULEVARD D'ARGENSON - 92200 NEUILLY,48.88864877,2.2639046,OPEN,25,24,1,0,1,5/16/2013 6:56:19 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:56:39 PM,VotreNom,2.26390460269218,48.8886487735566
592,14011,14011 - ALESIA SARRETTE,6 RUE SARRETTE - 75014 PARIS,48.82752529,2.33172938,OPEN,23,11,12,0,1,5/16/2013 7:01:47 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:02:40 PM,VotreNom,2.33172937899419,48.8275252920069
593,13006,13006 - SAINT MARCEL JEANNE D'ARC,02 RUE DUMERIL - 75013 PARIS,48.83815161,2.35710845,OPEN,41,8,33,0,1,5/16/2013 7:05:13 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.35710844955644,48.8381516080866
594,17006,17006 - GUY MOCQUET DAVY,34 RUE GUY MOCQUET - 75017 PARIS,48.89206409,2.32329134,OPEN,22,0,21,0,1,5/16/2013 6:55:38 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:56:39 PM,VotreNom,2.32329134120854,48.8920640862454
595,5106,05106 - CUJAS,22 RUE CUJAS - 75005 PARIS,48.84819135,2.34183165,OPEN,19,17,1,0,1,5/16/2013 7:02:19 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:02:40 PM,VotreNom,2.34183165485401,48.8481913485843
596,5027,05027 - GOBELINS,22 AVENUE DES GOBELINS - 75005 PARIS,48.83712604,2.35143333,OPEN,40,0,40,0,1,5/16/2013 7:04:22 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.35143332976766,48.8371260386106
597,21204,21204 - D'ORVES (MONTROUGE),FACE 44 RUE D'ESTIENNES D'ORVES / PISCINE - 92120 MONTROUGE,48.81538822,2.32088679,OPEN,31,25,6,0,1,5/16/2013 7:04:11 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.32088679076098,48.8153882203973
598,23003,23003 - WILSON (LEVALLOIS),132 RUE DU PRESIDENT WILSON - 92300 LEVALLOIS,48.89834,2.28508993,OPEN,25,7,17,0,1,5/16/2013 7:05:18 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.28508993358477,48.8983400022724
599,2101,02101 - BACHAUMONT,14 RUE BACHAUMONT - 75002 PARIS,48.86606715,2.34546365,OPEN,22,0,22,0,1,5/16/2013 6:58:55 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:59:44 PM,VotreNom,2.34546365270256,48.8660671500868
600,14014,14014 - STADE CHARLETY,5 BOULEVARD JOURDAN - 75014 PARIS,48.8194013,2.34337661,OPEN,60,43,17,0,1,5/16/2013 7:03:45 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.34337661053355,48.8194013048636
601,9111,09111 - LA FAYETTE PROVENCE,28 RUE DE LA VICTOIRE - 75009 PARIS,48.87514373,2.33811851,OPEN,18,11,7,0,1,5/16/2013 7:03:31 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.33811850514437,48.8751437349468
602,16124,16124 - SÈVRES NEUILLY,Route de Sèvres à Neuilly - 75016 PARIS,48.87509594,2.24921699,OPEN,66,43,22,0,1,5/16/2013 7:00:27 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:01:40 PM,VotreNom,2.24921698799857,48.8750959378951
603,7007,07007 - MUSÉE D'ORSAY,62 RUE DE LILLE - 75007 PARIS,48.8597101,2.32580902,OPEN,65,20,41,0,1,5/16/2013 7:05:20 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.32580902462506,48.859710104435
604,2008,02008 - MAIRIE DU 2EME,11 RUE DE LA BANQUE - 75002 PARIS,48.86729326,2.34056369,OPEN,29,19,10,0,1,5/16/2013 7:05:22 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.34056368636361,48.8672932628197
605,12017,12017 - ST MANDE NETTER,82 AVENUE SAINT MANDE - 75012 PARIS,48.84463463,2.40509983,OPEN,39,3,36,0,1,5/16/2013 7:03:42 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.40509982632365,48.8446346262976
606,32605,32605 - HORTENSIAS (LES LILAS),1 ALLEE DES HORTENSIAS - 93260 LES LILAS,48.88217309,2.42327264,OPEN,22,18,4,1,1,5/16/2013 6:56:02 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:56:39 PM,VotreNom,2.4232726360604,48.8821730942047
607,904,00904 - PLACE JOFFRE / ECOLE MILITAIRE,ECOLE MILITAIRE-AVENUE DE LA MOTTE PICQUET - 75007 PARIS,48.85213621,2.30196123,OPEN,30,26,2,0,1,5/16/2013 7:00:51 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:01:40 PM,VotreNom,2.30196122721325,48.8521362052255
608,19027,19027 - PRE ST GERVAIS VERSION 2,FACE 109 BOULEVARD SERURIER - 75019 PARIS,48.88060605,2.39789629,OPEN,18,16,1,1,1,5/16/2013 7:01:43 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:02:40 PM,VotreNom,2.3978962906105,48.8806060535742
609,33005,33005 - REPUBLIQUE 2 (AUBERVILLIERS),FACE AU 106 AVENUE DE LA REPUBLIQUE - 93300 AUBERVILLIERS,48.9063834,2.3895475,OPEN,32,26,3,0,1,5/16/2013 7:03:25 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.38954750192543,48.9063833980958
610,18122,18122 - BINET,5 RUE BINET - 75018 PARIS,48.89926886,2.34296348,OPEN,29,27,2,0,1,5/16/2013 7:03:05 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:03:41 PM,VotreNom,2.34296347730989,48.8992688633167
611,13123,13123 - BIBLIOTHÈQUE FRANÇOIS MITTERAND,53 QUAI FRANCOIS MAURIAC - 75013 PARIS,48.83505072,2.3760681,OPEN,29,25,4,0,1,5/16/2013 7:05:24 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.37606810031042,48.8350507158046
612,3013,03013 - RUE DE SEVIGNE,36 RUE DE SEVIGNE - 75003 PARIS,48.85695415,2.36289742,OPEN,14,0,14,0,1,5/16/2013 6:55:48 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:56:39 PM,VotreNom,2.36289742022958,48.8569541480554
613,5032,05032 - PANTHEON CARMES,2 RUE VALETTE - 75005 PARIS,48.84698675,2.34649965,OPEN,37,37,0,1,1,5/16/2013 7:02:33 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:03:41 PM,VotreNom,2.34649965376298,48.8469867528133
614,6014,06014 - PONT DE LODI DAUPHINE,7 RUE DU PONT DE LODI - 75006 PARIS,48.8552969,2.33994731,OPEN,26,1,25,0,1,5/16/2013 7:00:53 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:01:40 PM,VotreNom,2.33994730756524,48.8552968986033
615,41103,41103 - BRIAND (ARCUEIL),AVENUE ARISTIDE BRIAND (CARREFOUR VACHE NOIRE) - 94110 ARCUEIL,48.81042317,2.32696976,OPEN,25,22,3,0,1,5/16/2013 7:03:49 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.32696976462067,48.8104231700654
616,18101,18101 - CHAMPIONNET,32 RUE CHAMPIONNET - 75018 PARIS,48.89547037,2.34986545,OPEN,22,11,10,0,1,5/16/2013 7:03:04 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:03:41 PM,VotreNom,2.34986545092149,48.8954703703992
617,20035,20035 - PYRENEES,262 RUE DES PYRENEES - 75020 PARIS,48.86941289,2.39503998,OPEN,26,24,2,1,1,5/16/2013 7:05:11 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.39503998122068,48.8694128911613
618,9026,09026 - BRUYERE PIGALLE,28 RUE J.B.PIGALLE - 75009 PARIS,48.87939826,2.33370917,OPEN,17,10,7,0,1,5/16/2013 7:02:25 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:03:41 PM,VotreNom,2.33370917333727,48.8793982644772
619,20016,20016 - PYRENEES VITRUVE,114 BIS RUE DES PYRENEES - 75020 PARIS,48.8571294,2.40442563,OPEN,19,9,10,0,1,5/16/2013 7:01:15 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:01:40 PM,VotreNom,2.40442562517696,48.857129400355
620,17004,17004 - LEGENDRE AVENUE DE CLICHY,130 RUE LEGENDRE - 75017 PARIS,48.88896162,2.32252898,OPEN,22,22,0,0,1,5/16/2013 6:56:46 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:57:39 PM,VotreNom,2.32252897509439,48.8889616185589
621,14127,14127 - ODESSA,5-7 RUE D'ODESSA - 75014 PARIS,48.84284228,2.32444157,OPEN,40,35,3,0,1,5/16/2013 7:03:54 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.32444156513952,48.8428422780745
622,21112,21112 - DEBUSSY (CLICHY),31/35 AVENUE CLAUDE DEBUSSY - 92110 CLICHY,48.91042913,2.31176818,OPEN,28,23,4,0,1,5/16/2013 7:01:33 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:02:40 PM,VotreNom,2.31176817577482,48.9104291257233
623,21304,21304 - BLUM (ISSY LES MOULINEAUX),FACE 2 PLACE LEON BLUM - 92100 ISSY LES MOULINEAUX,48.82095511,2.26073641,OPEN,20,0,20,0,1,5/16/2013 7:00:56 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:01:40 PM,VotreNom,2.26073641334577,48.8209551078801
624,16135,16135 - STADE WILMILLE,ROND POINT DU MARECHAL DELATRE DE TASSIGNY - 75016 PARIS,48.87075328,2.27487666,OPEN,29,13,16,0,1,5/16/2013 6:58:07 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:58:39 PM,VotreNom,2.27487666072639,48.8707532847621
625,1003,01003 - RIVOLI SAINT DENIS,7 RUE SAINT DENIS - 75001 PARIS,48.85915029,2.34762009,OPEN,50,3,47,0,1,5/16/2013 7:04:55 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.34762008768453,48.8591502872557
626,34003,34003 - CURIE (SAINT OUEN),2 RUE NEUVE PIERRE CURIE - 93401 SAINT OUEN,48.90132703,2.33530124,OPEN,25,0,25,0,1,5/16/2013 6:56:36 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:57:39 PM,VotreNom,2.33530123747172,48.9013270326019
627,17111,17111 - LEMERCIER,109 RUE LEMERCIER - 75017 PARIS,48.8900205,2.31759093,OPEN,23,4,19,0,1,5/16/2013 7:04:25 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.31759092989994,48.890020496141
628,17036,17036 - AVENUE DE TERNES,2-4 PLACE TRISTAN BERNARD - 75017 PARIS,48.87949289,2.29149818,OPEN,27,20,5,0,1,5/16/2013 7:04:02 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.29149818491268,48.8794928867271
629,12029,12029 - DUGOMMIER,FACE 4 BOULEVARD DE REUILLY - 75012 PARIS,48.83884902,2.38972451,OPEN,55,7,48,0,1,5/16/2013 7:03:21 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:03:41 PM,VotreNom,2.3897245081202,48.8388490233952
630,15111,15111 - SERRES,48 RUE OLIVIER DE SERRES - 75015 PARIS,48.83465886,2.29578948,OPEN,24,8,16,0,1,5/16/2013 6:58:14 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:58:39 PM,VotreNom,2.29578948031594,48.8346588627927
631,8009,08009 - SAINT LAZARE RER,1 RUE DE L'ISLY - 75008 PARIS,48.87480802,2.32648149,OPEN,28,20,5,0,1,5/16/2013 6:56:23 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:56:39 PM,VotreNom,2.3264814862183,48.8748080249657
632,8012,08012 - CLICHY,10 BOULEVARD DES BATIGNOLLES SUR TPC - 75008 PARIS,48.88331804,2.32620718,OPEN,47,21,25,0,1,5/16/2013 7:04:52 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.3262071753855,48.8833180443546
633,11022,11022 - LEON BLUM ROQUETTE,142 RUE DE LA ROQUETTE - 75011 PARIS,48.85800191,2.3817977,OPEN,16,0,16,0,1,5/16/2013 7:04:11 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.38179770265082,48.8580019060234
634,22006,22006 - PIERRET (NEUILLY),33 RUE PIERRET - 92200 NEUILLY SUR SEINE,48.88302666,2.26009698,OPEN,25,25,0,0,1,5/16/2013 6:59:01 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:59:44 PM,VotreNom,2.26009698393189,48.8830266591596
635,19029,19029 - SEINE FLANDRE,51 QUAI DE LA SEINE - 75019 PARIS,48.88679881,2.37471952,OPEN,18,13,5,0,1,5/16/2013 6:55:30 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:56:39 PM,VotreNom,2.37471951679563,48.8867988117734
636,20004,20004 - PORTE DE VINCENNES BIS,10 RUE DU COMMANDANT L'HERMINIER - 75020 PARIS,48.84706442,2.41602296,OPEN,16,10,6,0,1,5/16/2013 7:04:53 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.41602296002107,48.8470644175255
637,8034,08034 - HAUSSMANN COURCELLES,49 RUE DE BERRI - 75008 PARIS,48.87481039,2.30831406,OPEN,34,21,12,0,1,5/16/2013 7:04:36 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.30831406418912,48.8748103900282
638,13032,13032 - MASSENA,163 AVENUE D'ITALIE - 75013 PARIS,48.81989462,2.35943294,OPEN,26,24,2,0,1,5/16/2013 7:05:10 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.35943293846645,48.8198946180614
639,14022,14022 - BRUNE DIDOT,108 RUE DIDOT - 75014 PARIS,48.82656672,2.31327676,OPEN,32,31,0,0,1,5/16/2013 7:00:52 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:01:40 PM,VotreNom,2.31327675777775,48.8265667199737
640,4010,04010 - SAINT PAUL PAVÉE,105-109 TERRE PLEIN SAINT PAUL - 75004 PARIS,48.855024,2.36120354,OPEN,26,5,21,0,1,5/16/2013 7:05:14 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.36120353875549,48.8550239990409
641,9104,9104 - CAUMARTIN PROVENCE,115 rue de provence - 75009 PARIS,48.87417902,2.32777869,OPEN,30,30,0,0,1,5/16/2013 7:04:25 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.32777869011862,48.8741790240303
642,21208,21208 - CARVES (MONTROUGE),67 RUE CARVES ANGLE AVENUE HENRI GINOUX - 92120 MONTROUGE,48.81308091,2.31978794,OPEN,30,23,7,0,1,5/16/2013 7:04:10 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.31978793668935,48.8130809114455
643,23002,23002 - FRANCE (LEVALLOIS),157 ANATOLE FRANCE - 92300 LEVALLOIS,48.89834985,2.27917949,OPEN,50,47,2,0,1,5/16/2013 7:02:38 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:03:41 PM,VotreNom,2.27917948878686,48.8983498515128
644,17116,17116 - REIMS,6 BOULEVARD DE REIMS - 75017 PARIS,48.89183445,2.30014466,OPEN,33,31,2,0,1,5/16/2013 6:55:46 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:56:39 PM,VotreNom,2.3001446599549,48.891834448211
645,17115,17115 - PORTE DE SAINT OUEN,22 AVENUE DE LA PORTE DE SAINT OUEN - 75017 PARIS,48.89876008,2.32955852,OPEN,27,25,1,0,1,5/16/2013 6:59:13 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:59:44 PM,VotreNom,2.32955851745478,48.8987600806539
646,17001,17001 - GUY MOCQUET,RUE GUY MOCQUET - 75017 PARIS,48.89282296,2.32680349,OPEN,45,0,43,0,1,5/16/2013 6:59:13 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:59:44 PM,VotreNom,2.32680348983482,48.8928229630235
647,19121,19121 - BELLEVILLE PRE SAINT GERVAIS,195 RUE DE BELLEVILLE - 75019 PARIS,48.87551807,2.39296079,OPEN,21,21,0,1,1,5/16/2013 6:56:06 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:56:39 PM,VotreNom,2.39296078727982,48.8755180686488
648,15063,15063 - SAINT CHARLES - CONVENTION,59 RUE DE LA CONVENTION - 75015 PARIS,48.84329536,2.283209,OPEN,19,0,19,0,1,5/16/2013 7:03:37 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.28320900001853,48.8432953588953
649,11020,11020 - CHARONNE,1 RUE DE BELFORT - 75011 PARIS,48.85631718,2.38307245,OPEN,36,3,32,0,1,5/16/2013 7:04:58 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.3830724523745,48.8563171780306
650,16030,16030 - MIRABEAU,4 PLACE DE BARCELONE - 75016 PARIS,48.84766571,2.27355626,OPEN,55,19,36,0,1,5/16/2013 7:05:05 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.27355626496536,48.8476657100294
651,15042,15042 - FARMAN,61 RUE HENRY FARMAN - 75015 PARIS,48.83373383,2.27139647,OPEN,21,19,1,0,1,5/16/2013 7:02:57 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:03:41 PM,VotreNom,2.27139647246147,48.8337338301773
652,18020,18020 - RUISSEAU,31 RUE FRANCOEUR - 75018 PARIS,48.89104123,2.34001459,OPEN,18,13,5,1,1,5/16/2013 7:05:03 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.34001458544204,48.8910412326166
653,32603,32603 - CALMETTE (LES LILAS),1 ALLEE DOCTEUR CALMETTE - 93260 LES LILAS,48.88114102,2.42497424,OPEN,25,25,0,1,1,5/16/2013 6:59:57 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:00:40 PM,VotreNom,2.42497424306624,48.8811410156977
654,16107,16107 - GODARD,2 RUE BENJAMIN GODARD - 75016 PARIS,48.86598324,2.27572564,OPEN,33,28,5,0,1,5/16/2013 7:01:17 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:01:40 PM,VotreNom,2.2757256357312,48.8659832410244
655,8047,08047 - GEORGE V,28 AVENUE GEORGE V - 75008 PARIS,48.86816594,2.30127461,OPEN,32,31,1,0,1,5/16/2013 6:56:03 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:56:39 PM,VotreNom,2.30127460931682,48.8681659405583
656,15109,15109 - CEVENNES,65 - 67 RUE DES CEVENNES - 75015 PARIS,48.84244145,2.28107076,OPEN,29,8,20,0,1,5/16/2013 7:00:54 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:01:40 PM,VotreNom,2.28107075521588,48.8424414521891
657,22010,22010 - DE GAULLE 4 (NEUILLY),72 AVENUE CHARLES DE GAULLE - 92200 NEUILLY SUR SEINE,48.88167445,2.2711775,OPEN,27,26,1,0,1,5/16/2013 6:59:01 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:59:44 PM,VotreNom,2.27117749892453,48.8816744459654
658,11029,11029 - MENILMONTANT OBERKAMPF,137 BOULEVARD MENILMONTANT - 75011 PARIS,48.86661766,2.38301344,OPEN,40,8,31,0,1,5/16/2013 7:01:56 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:02:40 PM,VotreNom,2.3830134404158,48.8666176586814
659,13047,13047 - BOUTROUX VITRY,1 AVENUE BOUTROUX - 75013 PARIS,48.82263284,2.37773843,OPEN,49,2,46,0,1,5/16/2013 6:58:43 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:59:44 PM,VotreNom,2.37773843365764,48.8226328422322
660,44101,44101 - PLACE MONGOLFIER (SAINT MAURICE),PLACE MONTGOLFIER - 94410 SAINT MAURICE,48.81505001,2.45923941,OPEN,48,5,43,0,1,5/16/2013 6:55:36 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:56:39 PM,VotreNom,2.45923941480652,48.8150500061975
661,43004,43004 - MONTREUIL (VINCENNES),43 RUE DE MONTREUIL - 94300 VINCENNES,48.85041837,2.43451379,OPEN,25,5,20,0,1,5/16/2013 6:58:13 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:58:39 PM,VotreNom,2.4345137862208,48.8504183667604
662,14015,14015 - CITE UNIVERSITAIRE,FACE 15 BOULEVARD JOURDAN - 75014 PARIS,48.82015011,2.33992643,OPEN,19,18,0,0,1,5/16/2013 7:01:36 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:02:40 PM,VotreNom,2.33992642818775,48.8201501077581
663,18001,18001 - DAMREMONT CAULAINCOURT,6 RUE DAMREMONT - 75018 PARIS,48.88727464,2.33264836,OPEN,18,17,1,1,1,5/16/2013 6:57:26 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:58:39 PM,VotreNom,2.33264836384539,48.8872746426427
664,16025,16025 - FONTAINE RAYNOUARD,4 RUE JEAN DE LA FONTAINE - 75016 PARIS,48.85278694,2.27558058,OPEN,69,18,48,0,1,5/16/2013 7:05:09 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.27558058418561,48.8527869440996
665,8105,08105 - FRANCOIS 1ER LINCOLN,56 RUE FRANCOIS 1ER - 75008 PARIS,48.86951798,2.30242622,OPEN,31,31,0,0,1,5/16/2013 6:57:28 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:58:39 PM,VotreNom,2.30242621884159,48.8695179793442
666,18038,18038 - ROND POINT DE LA CHAPELLE,70 RUE DE LA CHAPELLE - 75018 PARIS,48.8952199,2.36009762,OPEN,49,0,0,0,1,5/16/2013 7:01:23 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:01:40 PM,VotreNom,2.36009761909542,48.8952199046801
667,8035,08035 - NARVICK,54 RUE DE LA BIENFAISANCE - 75008 PARIS,48.87659994,2.31316505,OPEN,45,44,1,0,1,5/16/2013 6:55:23 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:55:39 PM,VotreNom,2.31316505435543,48.8765999408354
668,42705,42705 - CONVENTION (LE KREMLIN BICETRE),1 RUE DE LA CONVENTION - 94270 LE KREMLIN BICETRE,48.8128003,2.36104117,OPEN,25,4,20,0,1,5/16/2013 6:55:38 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:56:39 PM,VotreNom,2.36104116644229,48.8128002963746
669,16112,16112 - CHERNOVITZ,1-3 RUE CHERNOVITZ - 75016 PARIS,48.85698641,2.28217322,OPEN,36,35,1,0,1,5/16/2013 6:57:27 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:58:39 PM,VotreNom,2.28217321814303,48.8569864146289
670,20106,20106 - MAIRIE DU 20ÈME,44-46 AVENUE GAMBETTA - 75020 PARIS,48.86535224,2.39894645,OPEN,18,15,1,1,1,5/16/2013 7:03:47 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.39894644808109,48.8653522420003
671,10022,10022 - CHABROL SAINT QUENTIN,FACE 124 RUE DU FAUBOURG SAINT DENIS - 75010 PARIS,48.87686691,2.35611908,OPEN,42,33,9,0,1,5/16/2013 7:04:00 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.35611908299181,48.8768669057798
